,DAQlpGBT,EvSize,Elinks,Layer,U,V,LUV,nModules,doubleDAQlpGBT,EvSize [kb],BitsPerElink
1113,1333,52.35167,4.0,50,1.0,5.5,12821.5,4,False,1.67525344,418.81336000000005
539,723,52.4442,2.0,24,4.0,4.0,6212.0,1,False,1.6782144,839.1072
537,721,52.481,2.0,24,4.0,0.0,6208.0,1,False,1.679392,839.696
288,464,52.515899999999995,3.0,15,9.666666666666666,4.333333333333333,3999.0,3,False,1.6805088,560.1696
289,465,52.530699999999996,3.0,15,5.333333333333333,9.666666666666666,3935.0,3,False,1.6809824,560.3274666666667
905,1125,52.532,3.0,37,5.666666666666667,2.3333333333333335,9565.0,3,False,1.6810239999999999,560.3413333333333
437,621,52.5893,3.0,20,4.0,9.0,5193.0,3,False,1.6828576000000002,560.9525333333335
436,620,52.62180000000001,3.0,20,9.0,5.0,5269.0,3,False,1.6838976000000003,561.2992
627,811,52.6726,3.0,26,5.333333333333333,9.666666666666666,6751.0,3,False,1.6855232000000002,561.8410666666667
626,810,52.68300000000001,3.0,26,9.666666666666666,4.333333333333333,6815.0,3,False,1.6858560000000002,561.9520000000001
625,809,52.74040000000001,3.0,26,4.0,9.0,6729.0,3,False,1.6876928000000002,562.5642666666668
624,808,52.768,3.0,26,9.0,5.0,6805.0,3,False,1.688576,562.8586666666666
569,753,52.7709,2.0,25,4.0,0.0,6464.0,1,False,1.6886687999999999,844.3344
571,755,52.7979,2.0,25,4.0,4.0,6468.0,1,False,1.6895328,844.7664
1100,1320,52.80943,4.0,49,4.5,3.5,12619.5,4,False,1.68990176,422.47544
1099,1319,52.8883,4.0,49,4.5,0.0,12616.0,4,False,1.6924256,423.1064
982,1202,52.88850000000001,3.0,40,5.666666666666667,3.3333333333333335,10334.0,3,False,1.6924320000000004,564.1440000000001
813,1033,52.8935,3.0,34,6.0,7.0,8807.0,3,False,1.692592,564.1973333333334
814,1034,52.9326,3.0,34,1.0,7.0,8727.0,3,False,1.6938432,564.6144
1094,1314,53.04692,4.0,48,4.5,5.5,12365.5,4,False,1.6975014400000001,424.37536000000006
1095,1315,53.09913999999999,4.0,48,1.0,5.5,12309.5,4,False,1.6991724799999997,424.79311999999993
565,749,53.229600000000005,3.0,24,4.0,9.0,6217.0,3,False,1.7033472000000003,567.7824000000002
1080,1300,53.2381,4.0,47,4.5,3.5,12107.5,4,False,1.7036192000000001,425.9048
564,748,53.2869,3.0,24,9.0,5.0,6293.0,3,False,1.7051808000000002,568.3936
1079,1299,53.32712,4.0,47,4.5,0.0,12104.0,4,False,1.70646784,426.61696
269,445,53.4214,3.0,15,4.0,5.0,3909.0,1,False,1.7094848,569.8282666666667
267,443,53.4841,3.0,15,5.0,1.0,3921.0,1,False,1.7114912,570.4970666666667
243,415,53.5499,3.0,14,4.0,5.0,3653.0,1,False,1.7135968000000001,571.1989333333333
241,413,53.6396,3.0,14,5.0,1.0,3665.0,1,False,1.7164672,572.1557333333334
533,717,53.963899999999995,3.0,23,4.0,9.0,5961.0,3,False,1.7268447999999998,575.6149333333333
532,716,53.9952,3.0,23,9.0,5.0,6037.0,3,False,1.7278464,575.9488
475,659,54.0515,2.0,22,4.0,4.0,5700.0,1,False,1.7296479999999999,864.824
473,657,54.0738,2.0,22,4.0,0.0,5696.0,1,False,1.7303616,865.1808
505,689,54.3001,2.0,23,4.0,0.0,5952.0,1,False,1.7376032000000001,868.8016
507,691,54.3436,2.0,23,4.0,4.0,5956.0,1,False,1.7389952000000002,869.4976000000001
967,1187,54.5275,3.0,39,2.3333333333333335,4.666666666666667,10026.0,3,False,1.7448800000000002,581.6266666666667
469,653,54.6844,3.0,21,4.0,9.0,5449.0,3,False,1.7499008,583.3002666666667
468,652,54.7242,3.0,21,9.0,5.0,5525.0,3,False,1.7511744000000002,583.7248000000001
888,1108,54.90549,4.0,36,8.5,11.5,9363.5,4,False,1.75697568,439.24392
890,1110,54.92275,4.0,36,3.0,11.5,9275.5,4,False,1.757528,439.382
850,1070,54.992979999999996,4.0,35,1.0,9.5,8985.5,4,False,1.75977536,439.94383999999997
848,1068,54.99788,4.0,35,8.5,9.5,9105.5,4,False,1.7599321600000002,439.9830400000001
1000,1220,55.118640000000006,4.0,40,5.5,9.5,10337.5,4,False,1.7637964800000003,440.9491200000001
984,1204,55.24181,4.0,40,8.5,2.0,10378.0,4,False,1.76773792,441.93448
983,1203,55.252039999999994,4.0,40,8.5,7.5,10383.5,4,False,1.7680652799999999,442.01631999999995
960,1180,55.3226,4.0,39,8.5,3.0,10123.0,4,False,1.7703232,442.5808
991,1211,55.32687,4.0,40,7.5,8.5,10368.5,4,False,1.77045984,442.61496
820,1040,55.3501,4.0,34,2.0,10.5,8746.5,4,False,1.7712032,442.8008
822,1042,55.3518,4.0,34,8.5,10.5,8850.5,4,False,1.7712576,442.8144
993,1213,55.35422,4.0,40,1.0,8.5,10264.5,4,False,1.77133504,442.83376000000004
970,1190,55.456559999999996,4.0,39,6.5,7.5,10095.5,4,False,1.7746099199999998,443.65247999999997
971,1191,55.47676,4.0,39,1.0,7.5,10007.5,4,False,1.77525632,443.81408
951,1171,55.54766,4.0,39,7.5,6.5,10110.5,4,False,1.77752512,444.38128
953,1173,55.554379999999995,4.0,39,7.5,0.0,10104.0,4,False,1.7777401599999998,444.43503999999996
404,588,55.6755,3.0,19,9.0,5.0,5013.0,3,False,1.781616,593.872
405,589,55.7172,3.0,19,4.0,9.0,4937.0,3,False,1.7829504,594.3168
931,1151,55.733830000000005,4.0,38,8.5,2.0,9866.0,4,False,1.7834825600000002,445.87064000000004
930,1150,55.736180000000004,4.0,38,8.5,7.5,9871.5,4,False,1.78355776,445.88944000000004
817,1037,55.77499999999999,3.0,34,2.0,7.0,8743.0,3,False,1.7847999999999997,594.9333333333333
816,1036,55.8093,3.0,34,5.0,7.0,8791.0,3,False,1.7858976,595.2992
944,1164,55.825149999999994,4.0,38,1.0,8.5,9752.5,4,False,1.7864048,446.60119999999995
942,1162,55.8279,4.0,38,7.5,8.5,9856.5,4,False,1.7864928,446.6232
995,1215,55.8309,3.0,40,2.3333333333333335,5.666666666666667,10283.0,3,False,1.7865888,595.5296
914,1134,55.844359999999995,4.0,37,8.5,4.5,9612.5,4,False,1.7870195199999999,446.75487999999996
411,595,55.9648,2.0,20,4.0,4.0,5188.0,1,False,1.7908735999999998,895.4368
794,1014,55.98889,4.0,33,5.5,9.5,8545.5,4,False,1.79164448,447.91112
409,593,56.012,2.0,20,4.0,0.0,5184.0,1,False,1.792384,896.192
917,1137,56.01799,4.0,37,6.5,7.5,9583.5,4,False,1.79257568,448.14392
918,1138,56.07278,4.0,37,1.0,7.5,9495.5,4,False,1.79432896,448.58224
907,1127,56.13824,4.0,37,7.5,6.5,9598.5,4,False,1.7964236800000002,449.10592
443,627,56.1604,2.0,21,4.0,4.0,5444.0,1,False,1.7971328000000002,898.5664
906,1126,56.16231,4.0,37,7.5,0.0,9592.0,4,False,1.79719392,449.29848
441,625,56.1993,2.0,21,4.0,0.0,5440.0,1,False,1.7983776,899.1888
779,999,56.29768000000001,4.0,33,9.5,5.5,8605.5,4,False,1.8015257600000003,450.38144000000005
1111,1331,56.42344,4.0,50,5.5,4.5,12892.5,4,False,1.80555008,451.38752
1110,1330,56.45791,4.0,50,5.5,2.0,12890.0,4,False,1.80665312,451.66328
766,986,56.659710000000004,4.0,32,4.0,10.5,8266.5,4,False,1.81311072,453.27768000000003
893,1113,56.98537999999999,4.0,36,6.25,11.5,9327.5,4,False,1.8235321599999998,455.88303999999994
1107,1327,56.99253,4.0,49,3.5,4.5,12604.5,4,False,1.8237609600000002,455.9402400000001
1106,1326,56.99653,4.0,49,1.0,4.5,12564.5,4,False,1.8238889600000001,455.97224000000006
341,525,57.0029,3.0,17,4.0,9.0,4425.0,3,False,1.8240927999999998,608.0309333333333
340,524,57.0576,3.0,17,9.0,5.0,4501.0,3,False,1.8258432,608.6144
727,945,57.09097,4.0,31,9.5,5.5,8093.5,4,False,1.82691104,456.72776
818,1038,57.180099999999996,3.0,34,4.0,7.0,8775.0,3,False,1.8297632,609.9210666666667
1092,1312,57.26198,4.0,48,5.5,4.5,12380.5,4,False,1.8323833600000001,458.09584
1091,1311,57.31531,4.0,48,5.5,2.0,12378.0,4,False,1.83408992,458.52248000000003
1084,1304,57.49647,4.0,47,3.5,4.5,12092.5,4,False,1.83988704,459.97176
1087,1307,57.52738,4.0,47,1.0,4.5,12052.5,4,False,1.84087616,460.21904
955,1175,57.8488,3.0,39,4.666666666666667,1.3333333333333333,10060.0,3,False,1.8511616,617.0538666666666
347,531,58.2883,2.0,18,4.0,4.0,4676.0,1,False,1.8652256,932.6128
345,529,58.3205,2.0,18,4.0,0.0,4672.0,1,False,1.8662560000000001,933.128
377,561,58.4019,2.0,19,4.0,0.0,4928.0,1,False,1.8688608,934.4304
379,563,58.4605,2.0,19,4.0,4.0,4932.0,1,False,1.8707360000000002,935.368
900,1120,58.7415,3.0,37,2.3333333333333335,4.666666666666667,9514.0,3,False,1.879728,626.576
840,1060,58.869099999999996,4.0,35,11.0,5.75,9141.75,4,False,1.8838112,470.9528
287,463,58.8946,3.0,15,4.0,9.0,3913.0,3,False,1.8846272,628.2090666666667
286,462,58.948499999999996,3.0,15,9.0,5.0,3989.0,3,False,1.8863519999999998,628.784
985,1205,59.5107,4.0,40,8.5,6.5,10382.5,4,False,1.9043424,476.0856
986,1206,59.5171,4.0,40,8.5,3.0,10379.0,4,False,1.9045472,476.13680000000005
808,1028,59.6974,4.0,34,10.5,5.0,8877.0,4,False,1.9103168000000001,477.5792
1022,1242,59.7102,4.0,42,7.5,5.5,10877.5,4,False,1.9107264000000002,477.68160000000006
824,1044,59.7586,4.0,34,7.5,10.5,8834.5,4,False,1.9122752,478.0688
973,1193,59.7784,4.0,39,2.0,7.5,10023.5,4,False,1.9129088,478.22720000000004
972,1192,59.7872,4.0,39,5.5,7.5,10079.5,4,False,1.9131904,478.2976
1072,1292,59.84570000000001,4.0,46,6.5,4.5,11884.5,4,False,1.9150624000000003,478.76560000000006
669,873,59.84712999999999,4.0,28,4.0,9.5,7241.5,4,False,1.9151081599999997,478.77703999999994
668,872,59.909090000000006,4.0,28,9.5,5.5,7325.5,4,False,1.9170908800000002,479.27272000000005
859,1079,59.924290000000006,5.0,35,5.6,11.2,9060.8,5,False,1.9175772800000002,383.51545600000003
940,1160,60.0394,3.0,38,2.3333333333333335,5.666666666666667,9771.0,3,False,1.9212608,640.4202666666666
904,1124,60.197500000000005,3.0,37,5.0,1.0,9553.0,3,False,1.9263200000000003,642.1066666666667
1015,1235,60.2745,4.0,41,2.0,6.5,10534.5,4,False,1.928784,482.196
1066,1286,60.3015,4.0,45,3.5,5.5,11581.5,4,False,1.929648,482.41200000000003
645,841,60.38065,4.0,27,4.0,9.5,6985.5,4,False,1.9321808,483.0452
644,840,60.438689999999994,4.0,27,9.5,5.5,7069.5,4,False,1.9340380799999999,483.50951999999995
920,1140,60.512600000000006,4.0,37,2.0,7.5,9511.5,4,False,1.9364032000000002,484.10080000000005
919,1139,60.52159999999999,4.0,37,5.5,7.5,9567.5,4,False,1.9366911999999998,484.17279999999994
1048,1268,60.74159999999999,4.0,44,6.5,3.0,11371.0,4,False,1.9437311999999998,485.93279999999993
595,779,60.80618,4.0,25,4.0,9.5,6473.5,4,False,1.94579776,486.44944000000004
594,778,60.87351000000001,4.0,25,9.5,5.5,6557.5,4,False,1.9479523200000004,486.9880800000001
839,1059,61.1178,4.0,35,10.5,4.0,9132.0,4,False,1.9557696000000002,488.9424000000001
876,1096,61.19330000000001,4.0,36,10.5,6.5,9390.5,4,False,1.9581856000000002,489.54640000000006
1042,1262,61.3585,4.0,43,3.5,5.5,11069.5,4,False,1.963472,490.86800000000005
838,1058,61.640699999999995,4.0,35,9.5,5.5,9117.5,4,False,1.9725024,493.1256
998,1218,61.6744,4.0,40,2.0,8.5,10280.5,4,False,1.9735808,493.3952
996,1216,61.70120000000001,4.0,40,6.5,8.5,10352.5,4,False,1.9744384000000004,493.6096000000001
979,1199,61.8595,4.0,40,7.5,1.0,10361.0,4,False,1.979504,494.876
978,1198,61.8672,4.0,40,7.5,7.5,10367.5,4,False,1.9797504,494.9376
875,1095,61.8822,4.0,36,9.5,4.0,9372.0,4,False,1.9802304,495.0576
670,874,61.902429999999995,4.0,28,10.0,4.25,7332.25,4,False,1.9808777599999998,495.21943999999996
671,875,61.95143,4.0,28,5.75,10.0,7270.0,4,False,1.98244576,495.61144
957,1177,61.9567,4.0,39,7.5,5.5,10109.5,4,False,1.9826143999999999,495.6536
956,1176,61.9728,4.0,39,7.5,1.0,10105.0,4,False,1.9831296,495.7824
968,1188,62.227900000000005,4.0,39,6.5,6.5,10094.5,4,False,1.9912928000000003,497.8232000000001
969,1189,62.242,4.0,39,0.0,6.5,9990.5,4,False,1.991744,497.936
646,842,62.25581,4.0,27,10.0,4.25,7076.25,4,False,1.9921859199999998,498.04648
647,843,62.27952,4.0,27,5.75,10.0,7014.0,4,False,1.99294464,498.23616
946,1166,62.3605,4.0,38,2.0,8.5,9768.5,4,False,1.9955360000000002,498.88400000000007
943,1163,62.370900000000006,4.0,38,6.5,8.5,9840.5,4,False,1.9958688000000002,498.96720000000005
597,781,62.53821000000001,4.0,25,5.75,10.0,6502.0,4,False,2.0012227200000003,500.3056800000001
596,780,62.57118,4.0,25,10.0,4.25,6564.25,4,False,2.00227776,500.56944000000004
929,1149,62.6294,4.0,38,7.5,1.0,9849.0,4,False,2.0041408,501.03520000000003
928,1148,62.641,4.0,38,7.5,7.5,9855.5,4,False,2.004512,501.12800000000004
980,1200,62.6494,3.0,40,5.0,4.0,10324.0,3,False,2.0047808000000003,668.2602666666668
981,1201,62.696600000000004,3.0,40,5.0,2.0,10322.0,3,False,2.0062912,668.7637333333333
1077,1297,62.946799999999996,4.0,46,2.0,6.5,11814.5,4,False,2.0142976,503.57439999999997
909,1129,63.1881,4.0,37,0.0,6.5,9478.5,4,False,2.0220192,505.5048
908,1128,63.1898,4.0,37,6.5,6.5,9582.5,4,False,2.0220736,505.51840000000004
857,1077,63.4393,4.0,35,5.5,9.5,9057.5,4,False,2.0300576,507.5144
987,1207,63.634,4.0,40,8.5,5.5,10381.5,4,False,2.036288,509.07199999999995
1053,1273,63.762100000000004,4.0,44,4.5,6.5,11342.5,4,False,2.0403872,510.09680000000003
974,1194,63.915800000000004,4.0,39,4.5,7.5,10063.5,4,False,2.0453056000000003,511.3264000000001
999,1219,63.939099999999996,4.0,40,3.0,8.5,10296.5,4,False,2.0460512,511.51279999999997
997,1217,63.9461,4.0,40,5.5,8.5,10336.5,4,False,2.0462752,511.56880000000007
825,1045,63.992599999999996,4.0,34,5.0,10.5,8794.5,4,False,2.0477632,511.94079999999997
1029,1249,64.255,4.0,42,4.5,7.5,10831.5,4,False,2.0561599999999998,514.04
958,1178,64.2833,4.0,39,7.5,2.0,10106.0,4,False,2.0570656,514.2664
934,1154,64.2868,4.0,38,8.5,4.0,9868.0,4,False,2.0571776,514.2944
959,1179,64.308,4.0,39,7.5,4.5,10108.5,4,False,2.057856,514.464
691,903,64.3317,4.0,29,3.0,8.5,7480.5,4,False,2.0586144,514.6536000000001
1034,1254,64.414,4.0,43,5.5,1.0,11097.0,4,False,2.061248,515.312
740,958,64.50919999999999,4.0,31,5.5,8.5,8032.5,4,False,2.0642943999999996,516.0735999999999
921,1141,64.72869999999999,4.0,37,4.5,7.5,9551.5,4,False,2.0713183999999996,517.8295999999999
945,1165,64.7525,4.0,38,5.5,8.5,9824.5,4,False,2.07208,518.02
910,1130,64.8164,4.0,37,7.5,5.5,9597.5,4,False,2.0741248,518.5312
1068,1288,64.92869999999999,4.0,46,5.5,1.0,11865.0,4,False,2.0777183999999997,519.4295999999999
1069,1289,64.92960000000001,4.0,46,5.5,5.5,11869.5,4,False,2.0777472,519.4368000000001
1075,1295,64.9745,4.0,46,4.5,6.5,11854.5,4,False,2.079184,519.796
1006,1226,65.0313,4.0,41,6.5,2.0,10602.0,4,False,2.0810016,520.2504
793,1013,65.10730000000001,4.0,33,3.0,8.5,8504.5,4,False,2.0834336,520.8584000000001
1063,1283,65.1748,4.0,45,4.5,4.5,11596.5,4,False,2.0855936,521.3984
1062,1282,65.2248,4.0,45,0.0,4.5,11524.5,4,False,2.0871936,521.7984
1059,1279,65.2912,4.0,45,5.5,3.5,11611.5,4,False,2.0893184000000002,522.3296
1060,1280,65.31020000000001,4.0,45,5.5,1.0,11609.0,4,False,2.0899264000000004,522.4816000000001
965,1185,65.3232,3.0,39,3.0,4.0,10036.0,3,False,2.0903424,696.7808
966,1186,65.49950000000001,3.0,39,1.0,4.0,10004.0,3,False,2.0959840000000005,698.6613333333335
703,917,65.5028,4.0,30,9.5,4.0,7836.0,4,False,2.0960896,524.0224
728,946,65.7054,5.0,31,10.2,4.6,8103.8,5,False,2.1025728,420.51455999999996
1044,1264,65.7261,4.0,44,5.5,1.0,11353.0,4,False,2.1032352000000003,525.8088
1045,1265,65.7271,4.0,44,5.5,5.5,11357.5,4,False,2.1032672,525.8168
1054,1274,65.7755,4.0,44,2.0,6.5,11302.5,4,False,2.104816,526.204
754,972,65.8061,4.0,32,9.5,6.5,8350.5,4,False,2.1057952,526.4488
715,933,66.05845000000001,5.0,30,5.6,11.2,7780.8,5,False,2.1138704,422.77408
990,1210,66.1795,3.0,40,4.0,5.0,10309.0,3,False,2.117744,705.9146666666667
992,1212,66.2537,3.0,40,1.0,5.0,10261.0,3,False,2.1201184,706.7061333333332
882,1102,66.2738,3.0,36,2.3333333333333335,5.666666666666667,9259.0,3,False,2.1207616,706.9205333333333
1035,1255,66.4616,4.0,43,5.5,3.5,11099.5,4,False,2.1267712000000003,531.6928
1039,1259,66.47430000000001,4.0,43,0.0,4.5,11012.5,4,False,2.1271776000000004,531.7944000000001
1038,1258,66.4863,4.0,43,4.5,4.5,11084.5,4,False,2.1275616,531.8904
977,1197,66.9826,3.0,40,4.0,4.0,10308.0,3,False,2.1434432,714.4810666666667
976,1196,67.0597,3.0,40,4.0,1.0,10305.0,3,False,2.1459104000000004,715.3034666666668
851,1071,67.79069999999999,4.0,35,4.5,6.5,9038.5,4,False,2.1693023999999994,542.3255999999999
853,1073,67.8052,4.0,35,2.0,6.5,8998.5,4,False,2.1697664,542.4416
1074,1294,68.62754,5.0,46,5.0,6.0,11862.0,5,False,2.19608128,439.216256
926,1146,68.66629999999999,3.0,38,5.0,2.0,9810.0,3,False,2.1973216,732.4405333333333
1076,1296,68.70327,5.0,46,1.0,6.0,11798.0,5,False,2.1985046400000003,439.7009280000001
927,1147,68.775,3.0,38,5.0,4.0,9812.0,3,False,2.2008,733.6
713,931,68.838,4.0,30,5.5,9.5,7777.5,4,False,2.202816,550.704
1058,1278,68.86568,5.0,45,5.0,4.0,11604.0,5,False,2.20370176,440.740352
994,1214,68.9031,3.0,40,3.0,5.0,10293.0,3,False,2.2048992,734.9663999999999
1057,1277,68.91755,5.0,45,5.0,0.0,11600.0,5,False,2.2053616000000003,441.07232000000005
952,1172,69.122,3.0,39,4.0,0.0,10048.0,3,False,2.211904,737.3013333333333
950,1170,69.1832,3.0,39,4.0,3.0,10051.0,3,False,2.2138624,737.9541333333333
1051,1271,69.39323,5.0,44,5.0,6.0,11350.0,5,False,2.22058336,444.116672
1052,1272,69.49162000000001,5.0,44,1.0,6.0,11286.0,5,False,2.2237318400000006,444.7463680000001
924,1144,70.0128,3.0,38,4.0,1.0,9793.0,3,False,2.2404096,746.8032
679,887,70.0552,4.0,29,8.5,3.0,7563.0,4,False,2.2417664,560.4416
925,1145,70.1286,3.0,38,4.0,4.0,9796.0,3,False,2.2441152000000004,748.0384000000003
963,1183,70.2985,3.0,39,3.0,3.0,10035.0,3,False,2.249552,749.8506666666667
1033,1253,70.40759000000001,5.0,43,5.0,4.0,11092.0,5,False,2.2530428800000006,450.6085760000001
964,1184,70.4303,3.0,39,0.0,3.0,9987.0,3,False,2.2537696,751.2565333333333
1032,1252,70.43782,5.0,43,5.0,0.0,11088.0,5,False,2.25401024,450.802048
667,871,70.5751,4.0,28,5.5,8.5,7264.5,4,False,2.2584032,564.6008
666,870,70.6238,4.0,28,8.5,3.0,7307.0,4,False,2.2599616,564.9904
830,1050,70.68430000000001,3.0,35,4.666666666666667,2.3333333333333335,9037.0,3,False,2.2618976,753.9658666666668
499,683,71.0506,4.0,22,5.5,8.5,5728.5,4,False,2.2736192,568.4048
498,682,71.17790000000001,4.0,22,8.5,3.0,5771.0,4,False,2.2776928000000005,569.4232000000002
807,1027,71.81466,5.0,34,10.0,7.0,8871.0,5,False,2.29806912,459.613824
947,1167,71.88767,5.0,38,5.0,9.0,9817.0,5,False,2.30040544,460.081088
954,1174,71.9399,3.0,39,4.0,2.0,10050.0,3,False,2.3020768,767.3589333333333
563,747,72.017,4.0,24,5.5,8.5,6240.5,4,False,2.304544,576.136
562,746,72.07600000000001,4.0,24,8.5,3.0,6283.0,4,False,2.3064320000000005,576.6080000000002
941,1161,72.2715,3.0,38,1.0,5.0,9749.0,3,False,2.312688,770.8960000000001
938,1158,72.30969999999999,3.0,38,4.0,5.0,9797.0,3,False,2.3139103999999997,771.3034666666666
898,1118,72.3209,3.0,37,1.0,4.0,9492.0,3,False,2.3142688,771.4229333333333
435,619,72.4602,4.0,20,5.5,8.5,5216.5,4,False,2.3187264,579.6816
897,1117,72.4962,3.0,37,3.0,4.0,9524.0,3,False,2.3198784,773.2928
434,618,72.56219999999999,4.0,20,8.5,3.0,5259.0,4,False,2.3219904,580.4975999999999
1071,1291,72.86676,5.0,46,6.0,5.0,11877.0,5,False,2.33173632,466.347264
1031,1251,72.8963,6.0,42,4.666666666666667,9.333333333333334,10836.0,6,False,2.3326816,388.78026666666665
1070,1290,72.91685,5.0,46,6.0,2.0,11874.0,5,False,2.3333391999999997,466.66783999999996
1001,1221,72.94156,6.0,40,4.666666666666667,10.333333333333334,10325.0,6,False,2.33412992,389.0216533333333
1064,1284,73.09441000000001,5.0,45,1.0,5.0,11541.0,5,False,2.3390211200000004,467.8042240000001
1065,1285,73.1132,5.0,45,4.0,5.0,11589.0,5,False,2.3396224,467.92448
778,998,73.16064,5.0,33,9.0,3.0,8595.0,5,False,2.34114048,468.228096
623,807,73.1751,4.0,26,5.5,8.5,6752.5,4,False,2.3416032,585.4008
531,715,73.1957,4.0,23,5.5,8.5,5984.5,4,False,2.3422624,585.5656
622,806,73.2219,4.0,26,8.5,3.0,6795.0,4,False,2.3431008,585.7752
530,714,73.2973,4.0,23,8.5,3.0,6027.0,4,False,2.3455136000000003,586.3784
949,1169,73.33174000000001,6.0,38,4.666666666666667,10.333333333333334,9813.0,6,False,2.34661568,391.1026133333334
643,839,73.3459,4.0,27,5.5,8.5,7008.5,4,False,2.3470688,586.7672
767,987,73.3783,5.0,32,5.6,11.2,8292.8,5,False,2.3481056,469.62111999999996
642,838,73.4205,4.0,27,8.5,3.0,7051.0,4,False,2.349456,587.364
1046,1266,73.66326,5.0,44,6.0,2.0,11362.0,5,False,2.35722432,471.44486399999994
1047,1267,73.68408,5.0,44,6.0,5.0,11365.0,5,False,2.35789056,471.578112
895,1115,73.98245,5.0,36,5.4,12.2,9314.6,5,False,2.3674384,473.48768
765,985,74.06954,5.0,32,6.0,10.0,8298.0,5,False,2.37022528,474.04505600000005
593,777,74.1909,4.0,25,5.5,8.5,6496.5,4,False,2.3741088,593.5272
371,555,74.1917,4.0,18,5.5,8.5,4704.5,4,False,2.3741344,593.5336
592,776,74.2319,4.0,25,8.5,3.0,6539.0,4,False,2.3754208,593.8552000000001
370,554,74.3822,4.0,18,8.5,3.0,4747.0,4,False,2.3802304,595.0576
1041,1261,74.47274,5.0,43,1.0,5.0,11029.0,5,False,2.3831276800000003,476.6255360000001
467,651,74.5613,4.0,21,5.5,8.5,5472.5,4,False,2.3859616000000003,596.4904000000001
1040,1260,74.65511,5.0,43,4.0,5.0,11077.0,5,False,2.38896352,477.79270399999996
466,650,74.6571,4.0,21,8.5,3.0,5515.0,4,False,2.3890272,597.2568
726,944,75.01994000000002,5.0,31,9.0,3.0,8083.0,5,False,2.4006380800000007,480.1276160000001
903,1123,75.6387,3.0,37,4.0,2.0,9538.0,3,False,2.4204384,806.8128
939,1159,75.96640000000001,3.0,38,3.0,5.0,9781.0,3,False,2.4309248,810.3082666666668
877,1097,76.0328,5.0,36,12.2,6.6,9417.8,5,False,2.4330496,486.60992
684,896,76.0664,4.0,29,6.5,6.5,7534.5,4,False,2.4341248,608.5312
685,897,76.0798,4.0,29,0.0,6.5,7430.5,4,False,2.4345536,608.6384
902,1122,76.1951,4.0,37,4.0,0.0,9536.0,3,False,2.4382432,609.5608
901,1121,76.2167,4.0,37,4.0,3.0,9539.0,3,False,2.4389344,609.7336
403,587,76.2787,4.0,19,5.5,8.5,4960.5,4,False,2.4409184,610.2296
786,1006,76.35104,5.0,33,7.0,7.0,8567.0,5,False,2.44323328,488.646656
787,1007,76.38503,5.0,33,0.0,7.0,8455.0,5,False,2.44432096,488.864192
402,586,76.4237,4.0,19,8.5,3.0,5003.0,4,False,2.4455584,611.3896
892,1112,76.6092,5.0,36,4.0,11.0,9291.0,5,False,2.4514944,490.29888
553,737,77.2247,4.0,24,1.0,7.5,6167.5,4,False,2.4711904,617.7976
552,736,77.2863,4.0,24,7.5,6.5,6270.5,4,False,2.4731616,618.2904
856,1076,77.3915,5.0,35,3.0,9.0,9017.0,5,False,2.476528,495.3056
313,493,77.4153,4.0,16,4.0,8.5,4168.5,4,False,2.4772896,619.3224
1021,1241,77.43950000000001,5.0,42,7.0,3.0,10867.0,5,False,2.4780640000000003,495.61280000000005
312,492,77.5245,4.0,16,8.5,4.5,4236.5,4,False,2.4807840000000003,620.196
933,1153,77.6778,5.0,38,8.0,3.0,9859.0,5,False,2.4856896,497.13792
809,1029,77.69229999999999,6.0,34,11.333333333333334,6.666666666666667,8892.0,6,False,2.4861535999999997,414.35893333333325
747,965,77.79948,5.0,32,8.0,1.0,8321.0,5,False,2.48958336,497.916672
748,966,77.79991,5.0,32,8.0,8.0,8328.0,5,False,2.48959712,497.919424
613,797,77.9747,4.0,26,1.0,7.5,6679.5,4,False,2.4951904,623.7976
612,796,78.0308,4.0,26,7.5,6.5,6782.5,4,False,2.4969856,624.2464
823,1043,78.387,5.0,34,4.0,10.0,8778.0,5,False,2.508384,501.6768
874,1094,78.4778,5.0,36,9.0,6.0,9366.0,5,False,2.5112896,502.25792
339,523,78.6206,4.0,17,5.5,8.5,4448.5,4,False,2.5158592,628.9648
1014,1234,78.6681,5.0,41,4.0,6.0,10566.0,5,False,2.5173791999999997,503.47583999999995
491,675,78.73509999999999,4.0,22,6.5,7.5,5743.5,4,False,2.5195231999999996,629.8807999999999
489,673,78.739,4.0,22,1.0,7.5,5655.5,4,False,2.519648,629.912
338,522,78.742,4.0,17,8.5,3.0,4491.0,4,False,2.519744,629.936
490,674,78.7827,4.0,22,7.5,1.0,5753.0,4,False,2.5210464000000004,630.2616
488,672,78.8171,4.0,22,7.5,6.5,5758.5,4,False,2.5221472,630.5368
800,1020,79.0464,5.0,34,8.0,1.0,8833.0,5,False,2.5294848,505.89696000000004
801,1021,79.0925,5.0,34,8.0,8.0,8840.0,5,False,2.53096,506.192
555,739,79.2184,4.0,24,6.5,7.5,6255.5,4,False,2.5349888000000003,633.7472
554,738,79.3269,4.0,24,7.5,1.0,6265.0,4,False,2.5384607999999997,634.6152
583,767,79.36529999999999,4.0,25,1.0,7.5,6423.5,4,False,2.5396895999999995,634.9223999999999
734,952,79.38565000000001,5.0,31,7.0,7.0,8055.0,5,False,2.5403408000000005,508.0681600000001
